axis,value,task,seed,acc,eps,support_size,support
solver,omp,english-spanish,1,0.6,0.5386,3,english-french|country-currency|english-german
solver,omp,english-spanish,2,0.8,0.5719,3,english-french|present-past|english-german
solver,omp,next-item,0,0.52,0.6299,3,prev-item|capitalize-last-letter|country-currency
solver,omp,next-item,1,0.56,0.6439,3,prev-item|word-length|present-past
solver,omp,next-item,2,0.56,0.6203,3,prev-item|capitalize-last-letter|antonym
solver,omp,prev-item,0,0.48,0.6397,3,next-item|lowercase-first-letter|alphabetically-last
solver,omp,prev-item,1,0.6,0.6933,3,next-item|word-length|next-capital-letter
solver,omp,prev-item,2,0.36,0.6551,3,next-item|alphabetically-last|lowercase-first-letter
solver,omp,next-capital-letter,0,0.0,0.7476,3,capitalize-first-letter|word-length|capitalize-last-letter
solver,omp,next-capital-letter,1,0.0,0.4935,3,capitalize-last-letter|capitalize-first-letter|next-item
solver,omp,next-capital-letter,2,0.0,0.7836,3,capitalize-last-letter|next-item|capitalize-first-letter
solver,omp,word-length,0,0.0,0.9127,3,capitalize-last-letter|person-sport|prev-item
solver,omp,word-length,1,0.0,0.9047,3,next-capital-letter|person-instrument|prev-item
solver,omp,word-length,2,0.0,0.8439,3,capitalize-first-letter|capitalize-last-letter|next-item
solver,omp,alphabetically-first,0,0.24,0.486,3,choose-middle-of-list|animal-from-list|choose-last-of-list
solver,omp,alphabetically-first,1,0.36,0.534,3,choose-middle-of-list|verb-from-list|choose-last-of-list
solver,omp,alphabetically-first,2,0.24,0.4838,3,choose-middle-of-list|animal-from-list|fruit-from-list
solver,omp,alphabetically-last,0,0.24,0.4913,3,choose-middle-of-list|fruit-from-list|verb-from-list
solver,omp,alphabetically-last,1,0.24,0.5335,3,alphabetically-first|verb-from-list|animal-from-list
solver,omp,alphabetically-last,2,0.24,0.5488,3,choose-middle-of-list|animal-from-list|verb-from-list
solver,omp,choose-first-of-list,0,0.52,0.5654,3,alphabetically-first|choose-middle-of-list|verb-from-list
solver,omp,choose-first-of-list,1,0.56,0.584,3,alphabetically-first|fruit-from-list|choose-middle-of-list
solver,omp,choose-first-of-list,2,0.52,0.584,3,alphabetically-first|choose-middle-of-list|fruit-from-list
solver,omp,choose-last-of-list,0,0.32,0.5805,3,alphabetically-first|choose-first-of-list|alphabetically-last
solver,omp,choose-last-of-list,1,0.28,0.5059,3,alphabetically-last|verb-from-list|animal-from-list
solver,omp,choose-last-of-list,2,0.4,0.565,3,alphabetically-last|alphabetically-first|verb-from-list
solver,omp,choose-middle-of-list,0,0.2,0.5242,3,alphabetically-last|verb-from-list|animal-from-list
solver,omp,choose-middle-of-list,1,0.2,0.5222,3,alphabetically-first|fruit-from-list|verb-from-list
solver,omp,choose-middle-of-list,2,0.12,0.5299,3,alphabetically-first|verb-from-list|alphabetically-last
solver,omp,animal-from-list,0,0.56,0.581,3,choose-middle-of-list|fruit-from-list|present-past
solver,omp,animal-from-list,1,0.48,0.5841,3,choose-last-of-list|fruit-from-list|capitalize-last-letter
solver,omp,animal-from-list,2,0.32,0.5472,3,choose-middle-of-list|fruit-from-list|english-german
solver,omp,color-from-list,0,0.6,0.6327,3,fruit-from-list|alphabetically-first|alphabetically-last
solver,omp,color-from-list,1,0.52,0.5638,3,fruit-from-list|alphabetically-first|choose-first-of-list
solver,omp,color-from-list,2,0.68,0.5859,3,fruit-from-list|choose-first-of-list|choose-last-of-list
solver,omp,fruit-from-list,0,0.52,0.5433,3,color-from-list|alphabetically-last|animal-from-list
solver,omp,fruit-from-list,1,0.6,0.5407,3,color-from-list|alphabetically-last|animal-from-list
solver,omp,fruit-from-list,2,0.44,0.5224,3,color-from-list|animal-from-list|choose-last-of-list
solver,omp,verb-from-list,0,0.48,0.5423,3,alphabetically-last|choose-last-of-list|fruit-from-list
solver,omp,verb-from-list,1,0.4,0.5683,3,choose-middle-of-list|choose-first-of-list|choose-last-of-list
solver,omp,verb-from-list,2,0.4,0.5758,3,alphabetically-first|choose-middle-of-list|choose-last-of-list
solver,simplex,country-capital,0,0.96,0.8388,16,country-currency|landmark-country|park-country|person-instrument|product-company|synonym|present-past|capitalize
solver,simplex,country-capital,1,0.96,0.8087,15,country-currency|park-country|product-company|synonym|present-past|capitalize-last-letter|lowercase-first-letter|english-french
solver,simplex,country-capital,2,0.96,0.8253,16,country-currency|landmark-country|park-country|person-instrument|product-company|synonym|present-past|capitalize
solver,simplex,country-currency,0,0.04,0.7814,13,country-capital|park-country|person-occupation|person-sport|person-instrument|product-company|capitalize-first-letter|lowercase-first-letter
solver,simplex,country-currency,1,0.08,0.8158,17,country-capital|park-country|person-occupation|person-sport|person-instrument|product-company|present-past|singular-plural
solver,simplex,country-currency,2,0.04,0.7901,12,country-capital|park-country|person-occupation|person-sport|person-instrument|product-company|capitalize|capitalize-first-letter
solver,simplex,landmark-country,0,0.24,0.7296,25,country-capital|country-currency|park-country|person-occupation|person-sport|person-instrument|product-company|synonym
solver,simplex,landmark-country,1,0.68,0.7563,18,country-capital|country-currency|park-country|person-occupation|person-sport|product-company|synonym|present-past
solver,simplex,landmark-country,2,0.64,0.68,15,country-capital|country-currency|park-country|person-occupation|person-sport|product-company|synonym|capitalize
solver,simplex,park-country,0,0.16,0.7504,24,country-capital|country-currency|landmark-country|person-occupation|person-sport|person-instrument|product-company|synonym
solver,simplex,park-country,1,0.8,0.6556,17,country-capital|country-currency|landmark-country|person-occupation|person-sport|product-company|capitalize|lowercase-first-letter
solver,simplex,park-country,2,0.68,0.726,20,country-capital|country-currency|landmark-country|person-occupation|person-sport|person-instrument|product-company|synonym
solver,simplex,person-occupation,0,0.0,0.7683,22,country-capital|country-currency|landmark-country|park-country|person-sport|person-instrument|product-company|synonym
solver,simplex,person-occupation,1,0.0,0.7845,30,country-capital|country-currency|landmark-country|park-country|person-sport|person-instrument|product-company|antonym
solver,simplex,person-occupation,2,0.0,0.7448,16,country-capital|country-currency|landmark-country|park-country|person-sport|person-instrument|product-company|synonym
solver,simplex,person-sport,0,0.0,0.8163,14,country-capital|country-currency|park-country|person-occupation|person-instrument|product-company|synonym|singular-plural
solver,simplex,person-sport,1,0.0,0.7563,9,country-capital|country-currency|park-country|person-occupation|person-instrument|product-company|capitalize|capitalize-first-letter
solver,simplex,person-sport,2,0.0,0.8163,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-instrument|product-company|antonym
solver,simplex,person-instrument,0,0.0,0.8851,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|product-company|antonym
solver,simplex,person-instrument,1,0.0,0.8835,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|product-company|antonym
solver,simplex,person-instrument,2,0.0,0.9155,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|product-company|antonym
solver,simplex,product-company,0,0.12,0.8082,17,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|synonym
solver,simplex,product-company,1,0.12,0.8288,14,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|antonym
solver,simplex,product-company,2,0.08,0.8226,17,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|antonym
solver,simplex,antonym,0,0.6,0.8259,18,country-capital|country-currency|landmark-country|park-country|product-company|synonym|capitalize-first-letter|english-french
solver,simplex,antonym,1,0.48,0.8486,23,country-capital|country-currency|park-country|person-occupation|person-sport|person-instrument|product-company|synonym
solver,simplex,antonym,2,0.44,0.8542,18,country-capital|country-currency|landmark-country|park-country|product-company|synonym|capitalize-last-letter|english-french
solver,simplex,synonym,0,0.64,0.8457,18,country-capital|park-country|person-occupation|person-sport|product-company|antonym|present-past|singular-plural
solver,simplex,synonym,1,0.6,0.7825,14,country-capital|park-country|person-occupation|product-company|antonym|present-past|capitalize|capitalize-first-letter
solver,simplex,synonym,2,0.6,0.8484,17,person-occupation|person-sport|person-instrument|product-company|antonym|present-past|singular-plural|capitalize
solver,simplex,present-past,0,0.88,0.8126,13,country-capital|antonym|singular-plural|capitalize|capitalize-last-letter|lowercase-first-letter|english-french|english-spanish
solver,simplex,present-past,1,1.0,0.7813,15,country-capital|antonym|synonym|singular-plural|capitalize|capitalize-last-letter|lowercase-first-letter|english-french
solver,simplex,present-past,2,1.0,0.7689,13,antonym|synonym|singular-plural|capitalize|capitalize-last-letter|lowercase-first-letter|english-french|english-spanish
solver,simplex,singular-plural,0,0.96,0.7566,9,person-sport|product-company|synonym|present-past|capitalize|capitalize-first-letter|lowercase-first-letter|color-from-list
solver,simplex,singular-plural,1,0.96,0.7688,6,person-sport|product-company|synonym|present-past|capitalize|color-from-list
solver,simplex,singular-plural,2,0.96,0.7601,10,person-sport|product-company|synonym|present-past|capitalize|capitalize-first-letter|lowercase-first-letter|next-item
solver,simplex,capitalize,0,1.0,0.8762,13,country-capital|country-currency|landmark-country|person-occupation|person-sport|synonym|singular-plural|capitalize-first-letter
solver,simplex,capitalize,1,1.0,0.8927,11,synonym|present-past|singular-plural|capitalize-first-letter|lowercase-first-letter|english-french|english-spanish|choose-first-of-list
solver,simplex,capitalize,2,1.0,0.8772,10,synonym|present-past|singular-plural|capitalize-first-letter|lowercase-first-letter|english-french|choose-first-of-list|choose-last-of-list
solver,simplex,capitalize-first-letter,0,0.2,0.6516,9,country-capital|present-past|capitalize|capitalize-last-letter|lowercase-first-letter|next-item|next-capital-letter|choose-last-of-list
solver,simplex,capitalize-first-letter,1,0.08,0.6286,27,country-capital|country-currency|landmark-country|park-country|person-instrument|product-company|antonym|synonym
solver,simplex,capitalize-first-letter,2,0.12,0.7246,12,country-capital|landmark-country|product-company|present-past|singular-plural|capitalize|capitalize-last-letter|lowercase-first-letter
solver,simplex,capitalize-last-letter,0,0.04,0.954,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,simplex,capitalize-last-letter,1,0.0,1.0086,30,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,simplex,capitalize-last-letter,2,0.0,0.9244,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,simplex,lowercase-first-letter,0,0.48,0.6419,11,country-capital|landmark-country|person-occupation|synonym|capitalize|capitalize-first-letter|capitalize-last-letter|next-capital-letter
solver,simplex,lowercase-first-letter,1,0.44,0.634,17,country-capital|country-currency|landmark-country|person-occupation|synonym|present-past|capitalize|capitalize-first-letter
solver,simplex,lowercase-first-letter,2,0.44,0.7696,10,product-company|present-past|singular-plural|capitalize-first-letter|capitalize-last-letter|next-item|prev-item|next-capital-letter
solver,simplex,english-french,0,0.4,0.6801,13,country-currency|person-occupation|person-instrument|synonym|present-past|singular-plural|capitalize|capitalize-first-letter
solver,simplex,english-french,1,0.04,0.6507,15,country-capital|country-currency|person-occupation|person-sport|synonym|present-past|singular-plural|capitalize
solver,simplex,english-french,2,0.36,0.7662,15,person-sport|person-instrument|synonym|present-past|singular-plural|capitalize|capitalize-last-letter|lowercase-first-letter
solver,simplex,english-german,0,0.36,0.6455,13,country-capital|country-currency|park-country|person-occupation|person-sport|product-company|synonym|capitalize-first-letter
solver,simplex,english-german,1,0.36,0.727,23,landmark-country|park-country|person-occupation|person-instrument|product-company|synonym|present-past|singular-plural
solver,simplex,english-german,2,0.08,0.6606,15,country-capital|country-currency|person-occupation|person-sport|person-instrument|product-company|synonym|capitalize
solver,simplex,english-spanish,0,0.4,0.6174,14,country-capital|park-country|person-occupation|person-sport|person-instrument|product-company|synonym|singular-plural
solver,simplex,english-spanish,1,0.56,0.6069,16,country-capital|country-currency|person-occupation|person-sport|product-company|synonym|present-past|singular-plural
solver,simplex,english-spanish,2,0.84,0.6715,10,person-occupation|person-instrument|synonym|present-past|singular-plural|capitalize|lowercase-first-letter|english-french
solver,simplex,next-item,0,0.44,0.7899,17,country-capital|country-currency|park-country|antonym|present-past|capitalize|capitalize-last-letter|english-french
solver,simplex,next-item,1,0.44,0.7468,18,park-country|antonym|present-past|singular-plural|capitalize|capitalize-last-letter|english-french|english-german
solver,simplex,next-item,2,0.44,0.7767,16,country-currency|park-country|antonym|present-past|capitalize|capitalize-last-letter|english-french|english-spanish
solver,simplex,prev-item,0,0.44,0.7786,17,park-country|product-company|antonym|capitalize|capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|english-french
solver,simplex,prev-item,1,0.52,0.8018,19,park-country|person-instrument|antonym|present-past|capitalize|capitalize-first-letter|capitalize-last-letter|lowercase-first-letter
solver,simplex,prev-item,2,0.48,0.7791,15,country-currency|antonym|capitalize|capitalize-first-letter|capitalize-last-letter|english-french|english-german|english-spanish
solver,simplex,next-capital-letter,0,0.0,0.9797,28,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,simplex,next-capital-letter,1,0.0,0.7809,22,country-capital|country-currency|landmark-country|product-company|synonym|present-past|singular-plural|capitalize-first-letter
solver,simplex,next-capital-letter,2,0.0,0.9406,30,country-capital|country-currency|landmark-country|park-country|person-occupation|person-instrument|product-company|antonym
solver,simplex,word-length,0,0.0,1.0856,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,simplex,word-length,1,0.0,0.9899,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,simplex,word-length,2,0.0,0.9927,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,simplex,alphabetically-first,0,0.2,0.624,13,country-currency|landmark-country|person-occupation|person-sport|person-instrument|product-company|english-german|english-spanish
solver,simplex,alphabetically-first,1,0.2,0.6223,17,country-capital|country-currency|landmark-country|person-occupation|person-sport|product-company|lowercase-first-letter|english-french
solver,simplex,alphabetically-first,2,0.2,0.6082,9,landmark-country|person-occupation|product-company|english-german|alphabetically-last|choose-last-of-list|choose-middle-of-list|animal-from-list
solver,simplex,alphabetically-last,0,0.12,0.5579,16,country-capital|country-currency|landmark-country|person-occupation|person-sport|product-company|english-french|english-german
solver,simplex,alphabetically-last,1,0.24,0.6016,16,country-currency|landmark-country|person-occupation|person-sport|product-company|present-past|lowercase-first-letter|english-french
solver,simplex,alphabetically-last,2,0.28,0.6211,17,country-currency|landmark-country|park-country|person-occupation|person-sport|product-company|lowercase-first-letter|english-french
solver,simplex,choose-first-of-list,0,0.56,0.6708,15,country-capital|country-currency|landmark-country|present-past|capitalize|lowercase-first-letter|english-french|english-german
solver,simplex,choose-first-of-list,1,0.64,0.7274,14,country-capital|country-currency|landmark-country|present-past|capitalize|english-french|english-spanish|alphabetically-first
solver,simplex,choose-first-of-list,2,0.68,0.6785,13,country-capital|landmark-country|present-past|capitalize|english-french|english-german|english-spanish|alphabetically-first
solver,simplex,choose-last-of-list,0,0.44,0.7143,19,park-country|person-occupation|person-sport|person-instrument|product-company|antonym|synonym|capitalize
solver,simplex,choose-last-of-list,1,0.36,0.6212,18,person-occupation|person-sport|person-instrument|product-company|antonym|present-past|capitalize|english-german
solver,simplex,choose-last-of-list,2,0.44,0.6815,13,person-occupation|person-sport|person-instrument|product-company|antonym|capitalize|lowercase-first-letter|english-german
solver,simplex,choose-middle-of-list,0,0.12,0.6126,14,country-capital|country-currency|person-occupation|person-instrument|product-company|english-french|english-german|english-spanish
solver,simplex,choose-middle-of-list,1,0.16,0.6133,15,country-capital|country-currency|person-occupation|product-company|english-french|english-german|english-spanish|prev-item
solver,simplex,choose-middle-of-list,2,0.12,0.6305,12,country-currency|person-occupation|product-company|english-french|english-german|english-spanish|alphabetically-first|alphabetically-last
solver,simplex,animal-from-list,0,0.4,0.6813,14,country-capital|country-currency|person-occupation|person-sport|person-instrument|product-company|english-german|english-spanish
solver,simplex,animal-from-list,1,0.56,0.6821,13,country-capital|country-currency|person-occupation|person-sport|product-company|capitalize|english-spanish|alphabetically-first
solver,simplex,animal-from-list,2,0.24,0.6599,12,country-currency|person-occupation|person-sport|product-company|english-german|alphabetically-first|alphabetically-last|choose-first-of-list
solver,simplex,color-from-list,0,0.48,0.7364,26,country-capital|landmark-country|person-occupation|person-sport|person-instrument|product-company|synonym|present-past
solver,simplex,color-from-list,1,0.4,0.6524,20,person-occupation|person-sport|person-instrument|product-company|synonym|capitalize-first-letter|capitalize-last-letter|english-french
solver,simplex,color-from-list,2,0.6,0.6641,15,country-capital|country-currency|person-sport|person-instrument|product-company|lowercase-first-letter|english-french|english-german
solver,simplex,fruit-from-list,0,0.56,0.6193,7,country-capital|product-company|present-past|choose-last-of-list|choose-middle-of-list|animal-from-list|color-from-list
solver,simplex,fruit-from-list,1,0.52,0.6224,6,country-currency|person-instrument|product-company|choose-last-of-list|animal-from-list|color-from-list
solver,simplex,fruit-from-list,2,0.44,0.6231,6,country-capital|person-sport|product-company|choose-last-of-list|animal-from-list|color-from-list
solver,simplex,verb-from-list,0,0.32,0.6349,14,country-capital|country-currency|product-company|capitalize-first-letter|english-german|english-spanish|prev-item|alphabetically-first
solver,simplex,verb-from-list,1,0.44,0.6772,16,country-capital|country-currency|person-occupation|person-sport|product-company|present-past|capitalize|english-german
solver,simplex,verb-from-list,2,0.32,0.6574,14,country-capital|country-currency|person-occupation|capitalize-first-letter|lowercase-first-letter|english-german|english-spanish|alphabetically-first
